id:ID(AUTHOR_ID),:LABEL
Kenji Oshima,AUTHOR
Alfredo Navarra,AUTHOR
Guillermo Peris,AUTHOR
Jaehwan Kim,AUTHOR
Falk Zimmermann,AUTHOR
Dianxun Shuai,AUTHOR
Gilles Bisson,AUTHOR
Reza Madankan,AUTHOR
Patrice Delmas,AUTHOR
Junsong Yin,AUTHOR
Ralf Mauersberger,AUTHOR
Carmen Frank,AUTHOR
Michael Bletzinger,AUTHOR
Emma Sjödin,AUTHOR
Chun-Su Park,AUTHOR
Hae-Joon Shin,AUTHOR
Daniel E. Cooke,AUTHOR
Shmuel Ur,AUTHOR
Roland Schmitz,AUTHOR
Horacio J. Marquez,AUTHOR
Richard van de Sluis,AUTHOR
Srividya K. Bansal,AUTHOR
Gordon Clapworthy,AUTHOR
Don S. Batory,AUTHOR
Mayank Mishra,AUTHOR
Pascal Sicard,AUTHOR
Axel Wegener,AUTHOR
Atsushi Imiya,AUTHOR
Gary F. Marcus,AUTHOR
Marta Beltrán,AUTHOR
Gabriel Tsechpenakis,AUTHOR
Daniel Mange,AUTHOR
Gilles Nachouki,AUTHOR
Michael Franke,AUTHOR
Nabor C. Mendonça,AUTHOR
Mohammad F. J. Klaib,AUTHOR
Sophie Dumas,AUTHOR
Uwe Küssner,AUTHOR
Barak Merimovich,AUTHOR
Alireza Khosravian,AUTHOR
Stefan Raeymaekers,AUTHOR
Maria J. Blesa,AUTHOR
Maarten Grachten,AUTHOR
Oliver K. Burmeister,AUTHOR
Toshikazu Shimodaira,AUTHOR
Christian Lange 0002,AUTHOR
Won-Sook Lee,AUTHOR
Alan Bundy,AUTHOR
Sietse Dijkstra,AUTHOR
Antonio Moragón,AUTHOR
Roger Martin-Clouaire,AUTHOR
Lennart Ohlsson,AUTHOR
Martin Buss,AUTHOR
Judy Brown,AUTHOR
Catherine Dolbear,AUTHOR
Yuliya Lierler,AUTHOR
Congle Zhang,AUTHOR
Eric D. Labow,AUTHOR
Stathis Zachos,AUTHOR
Charu Kapoor,AUTHOR
Luciano Sarperi,AUTHOR
Robin Sommer,AUTHOR
Hyunsoo Kim,AUTHOR
David Toman,AUTHOR
D Dragan Bosnacki,AUTHOR
T. Diggle,AUTHOR
Debasish Saha,AUTHOR
Roel Wuyts,AUTHOR
Duncan Jones,AUTHOR
T. J. Jones,AUTHOR
Sneha G. Gondane,AUTHOR
Alma T. Wilson,AUTHOR
Cristóbal Rivera,AUTHOR
Kwang Hyuk Im,AUTHOR
M. Y. Sanadidi,AUTHOR
Michele Vignali,AUTHOR
Marko Brunzel,AUTHOR
Judee M. Mussehl,AUTHOR
Peter Raynor-Smith,AUTHOR
R Laura Cruz,AUTHOR
Brad Hokanson,AUTHOR
Jouka Mattila,AUTHOR
R. Jones,AUTHOR
Nilo Mitra,AUTHOR
Yan Dang,AUTHOR
Jeremy W. Baxter,AUTHOR
Stefano Marcugini,AUTHOR
Antonella Balestrieri,AUTHOR
Francesc Escalé,AUTHOR
Bryan Carpenter,AUTHOR
Luís Torgo,AUTHOR
Aad P. A. van Moorsel,AUTHOR
Mikael Buchholtz,AUTHOR
Maxime Dénès,AUTHOR
Satoshi Kobayashi,AUTHOR
Sang-Hyun Jang,AUTHOR
Hardeep Singh,AUTHOR
Evelyn Hödl,AUTHOR
Gjpm Geert-Jan Houben,AUTHOR
Mee Young Sung,AUTHOR
Mitsuji Matsumoto,AUTHOR
Julie Froeseth,AUTHOR
Rosario Pugliese,AUTHOR
Mustaque Ahamad,AUTHOR
Holger Schmidt,AUTHOR
June Andronick,AUTHOR
K. Y. Liu,AUTHOR
Xinyu Wang,AUTHOR
Junping Du,AUTHOR
Hye-Young Kim,AUTHOR
Thomas Hoffmann,AUTHOR
Pitoyo Hartono,AUTHOR
N. Jeremy Hill,AUTHOR
Holger Christein,AUTHOR
Yiyang Hao,AUTHOR
Marc Parenthoën,AUTHOR
Valérie Meijs,AUTHOR
Elvis Papalilo,AUTHOR
Jyri Paakkulainen,AUTHOR
Petros Sampatakos,AUTHOR
Sang Bong Yoo,AUTHOR
Elena Urdaneta,AUTHOR
Patrick Stacey,AUTHOR
Nikos Paragios,AUTHOR
Kenta Taki,AUTHOR
Markus Hofmann,AUTHOR
Mark Venguerov,AUTHOR
Igor E. Shparlinski,AUTHOR
Stephen Ramsay,AUTHOR
Antony Courtney,AUTHOR
Norihiro Ishikawa,AUTHOR
Armelle Prigent,AUTHOR
Heikki N. Koivo,AUTHOR
Klaus-Dieter Althoff,AUTHOR
Steven Battersby,AUTHOR
Anita Kanavalli,AUTHOR
M. C. Govil,AUTHOR
Sehyeong Cho,AUTHOR
Igor B. Bourdonov,AUTHOR
Jiali Cui,AUTHOR
Stephen D. Cohen,AUTHOR
Jiri Stary,AUTHOR
Petr Stepánek,AUTHOR
James J. Jiang,AUTHOR
Ko-Hsin Liang,AUTHOR
Robin Griffin,AUTHOR
Guntram Wicke,AUTHOR
Yoshihito Toyama,AUTHOR
Christos Zerefos,AUTHOR
Christian Percebois,AUTHOR
Michael Meier,AUTHOR
Maurizio Talamo,AUTHOR
André van der Hoek,AUTHOR
Giovanni Attolico,AUTHOR
David Schlipf,AUTHOR
Daniel Große,AUTHOR
Jan Bakus,AUTHOR
Dawu Gu,AUTHOR
Vinayak S. Prabhu,AUTHOR
Peter Forte,AUTHOR
David Sagnol,AUTHOR
Erkan Duman,AUTHOR
Pramod Kumar Sharma,AUTHOR
Graçaliz Pereira Dimuro,AUTHOR
Zisis Karampaglis,AUTHOR
Jari Soini,AUTHOR
Changqing Yuan,AUTHOR
Rick van der Maas,AUTHOR
Geoffrey Drake,AUTHOR
Paul Verstraete,AUTHOR
Olivier Motelet,AUTHOR
Nikos Canterakis,AUTHOR
Reza Hajisheykhi,AUTHOR
Paul E. Kearney,AUTHOR
Pablo Castells,AUTHOR
Vladimir Lifschitz,AUTHOR
Jakub Wróblewski,AUTHOR
Burke T. Ward,AUTHOR
Philip N. Day,AUTHOR
Luis Fernando Castillo,AUTHOR
Jesper Blynel,AUTHOR
Edwin Rijpkema,AUTHOR
S. Providence,AUTHOR
Paul Grünbacher,AUTHOR
Taizo Miyachi,AUTHOR
Devesh Bhatt,AUTHOR
Manuel Mucientes,AUTHOR
Fernando Boavida,AUTHOR
Petter Krus,AUTHOR
Konstantinos Amouris,AUTHOR
Paulo Sergio Lopes de Souza,AUTHOR
Sue A. Conger,AUTHOR
Kerstin Malmqvist,AUTHOR
Amir Berrezag,AUTHOR
Mark-Oliver Stehr,AUTHOR
Youngsun Kwon,AUTHOR
Karl Krissian,AUTHOR
Alexander Artikis,AUTHOR
Mette L. Moffett,AUTHOR
Stefan Leggett,AUTHOR
Rafael Romero,AUTHOR
A. Bourjault,AUTHOR
Mario Tokoro,AUTHOR
Riccardo Berta,AUTHOR
Sadegh Abbasi,AUTHOR
Swantje Willms,AUTHOR
Gerald M. Weinberg,AUTHOR
Felipe Garcia-Sanchez,AUTHOR
Robert Sabourin,AUTHOR
Masahiro Kawano,AUTHOR
Takahito Aoto,AUTHOR
Laura Bocchi,AUTHOR
Joachim M. Blum,AUTHOR
José M. Vázquez-Naya,AUTHOR
C. Wert,AUTHOR
Thomas Sieverts,AUTHOR
Klara Nahrstedt,AUTHOR
Ming-Hau Lee,AUTHOR
Krishna Ratakonda,AUTHOR
Peter Pd Dr.-Ing. habil. Otto,AUTHOR
Cheng-Yue Chang,AUTHOR
Babak Hossein Khalaj,AUTHOR
Kristian Bisgaard Lassen,AUTHOR
Ricardo C. L. F. Oliveira,AUTHOR
Greg Bruno,AUTHOR
Torsten Grabs,AUTHOR
Raphael C.-W. Phan,AUTHOR
Sara Pífano,AUTHOR
Hossein Rabbani,AUTHOR
Luca Senter,AUTHOR
Fuensanta Medina-Domínguez,AUTHOR
Roberta Lima Gomes,AUTHOR
Seth Holloway,AUTHOR
Jinping Song,AUTHOR
Rainer Hofmann-Wellenhof,AUTHOR
Martin Heusse,AUTHOR
Ahmed Karmouch,AUTHOR
Youfeng Su,AUTHOR
Chunguang Li,AUTHOR
Yusuf Tambag,AUTHOR
Itsuki Noda,AUTHOR
Vinod n,AUTHOR
Germana Landi,AUTHOR
Henry Lieberman,AUTHOR
Zoltán Nagy,AUTHOR
Fabrício A. Silva,AUTHOR
Matthias Majuntke,AUTHOR
Songyot Sureerattanan,AUTHOR
Fotis Karoubalis,AUTHOR
Ying Liang,AUTHOR
Wenping Chang,AUTHOR
Sven Grothklags,AUTHOR
Luca Fabietti,AUTHOR
Alexander Linden,AUTHOR
Marcos R. S. Borges,AUTHOR
Leonard P. Wesley,AUTHOR
Edward L. Keller,AUTHOR
Seong-Dae Kim,AUTHOR
Soham Bhattacharjee,AUTHOR
Ting Qu,AUTHOR
Marco Aurélio Gerosa,AUTHOR
Joshua Weaver,AUTHOR
K Zaheer Sheriff,AUTHOR
Daniel M. German,AUTHOR
Ziming Liu,AUTHOR
Scott Hazelhurst,AUTHOR
de Bert Brock,AUTHOR
Eijiro Sumii,AUTHOR
Sylvain Giroux,AUTHOR
Maciej Koutny,AUTHOR
Christian Callegari,AUTHOR
Jürgen Jähnert,AUTHOR
Fernando Hornero,AUTHOR
Thomas E. Kammeyer,AUTHOR
Aaron Sloman,AUTHOR
Raghavendra Eeratta,AUTHOR
Martin Halvey,AUTHOR
Michael Felderer,AUTHOR
Philip J. Morrow,AUTHOR
G.V Bhaskar Rao,AUTHOR
Tim Mansfield,AUTHOR
D. B. MacMillan,AUTHOR
Howard M. Heys,AUTHOR
Yu Hsien Chang,AUTHOR
Kalpana Mahalingam,AUTHOR
Jongeun Jun,AUTHOR
Rahul Singh,AUTHOR
Devinder Thapa,AUTHOR
Thomas Gehrke,AUTHOR
Federico Spini,AUTHOR
Tapio Elomaa,AUTHOR
Takeshi Ogawa,AUTHOR
Yung-Lin Liu,AUTHOR
Jun-Bin Yeh,AUTHOR
Stefan Carmien,AUTHOR
John M. Shea,AUTHOR
Alexandre B. Lopes,AUTHOR
Gyo Young Hong,AUTHOR
Felipe Fernández,AUTHOR
Dengyong Zhou,AUTHOR
Angela Schwering,AUTHOR
M. Morai,AUTHOR
Pantelis Balaouras,AUTHOR
Eiblin Matthys,AUTHOR
Clifford F. Brunk,AUTHOR
Katrien De Moor,AUTHOR
Zhiliang Zhu,AUTHOR
Edwin Engin Yaz,AUTHOR
Paul Rovner,AUTHOR
Peter Hubwieser,AUTHOR
Naoya Ohnishi,AUTHOR
Wenyuan Wang,AUTHOR
José Antonio Montenegro,AUTHOR
Chanathip Namprempre,AUTHOR
Joaquim Celestino,AUTHOR
Nicolas Papadakis,AUTHOR
K. Sridharan,AUTHOR
Sung Un Kim,AUTHOR
Viorica Sofronie-Stokkermans,AUTHOR
Alberto Albiol,AUTHOR
Kevin C. Desouza,AUTHOR
Edmundo Roberto Mauro Madeira,AUTHOR
Pierre Siegel,AUTHOR
Chieko Matsuyama,AUTHOR
Mahmoud Rafea,AUTHOR
Kees Jong,AUTHOR
M. Teresa Higuera-Toledano,AUTHOR
Vishnuvardhan Mannava,AUTHOR
Marek Klonowski,AUTHOR
Roland Auer,AUTHOR
Javier Cámara,AUTHOR
Olivier Teytaud,AUTHOR
Roger Duffey,AUTHOR
Tristan Braun,AUTHOR
Atsushi Hattori,AUTHOR
Jake V. Bouvrie,AUTHOR
Masao Mukaidono,AUTHOR
Nathan Koterba,AUTHOR
Enrique D. Ferreira,AUTHOR
Masateru Harao,AUTHOR
Shankara Narayanan Krishna,AUTHOR
Valentijn Visch,AUTHOR
Jason M. Daida,AUTHOR
Yasuyuki Shirai,AUTHOR
Thor Gunnar Eskedal,AUTHOR
Thomas Baar,AUTHOR
Pedro López,AUTHOR
Chin-Shiuh Shieh,AUTHOR
Guoqiang Qin,AUTHOR
Carlos E. Gonçalves,AUTHOR
Siu Keung (Brian) Wong,AUTHOR
Gerhard Trippen,AUTHOR
Xiong Yan,AUTHOR
Sherif M. Yacoub,AUTHOR
Fangfang Wu,AUTHOR
Benoît Encelle,AUTHOR
Anis Koubaa,AUTHOR
Armin Zimmermann,AUTHOR
J. M. F. Rodrigues,AUTHOR
William Glover,AUTHOR
S. K. Lamoreaux,AUTHOR
Ronald Kroon,AUTHOR
Claire Whelan,AUTHOR
Cleviton V. F. Monteiro,AUTHOR
Sangeeta Sabharwal,AUTHOR
Andrzej Wróbel,AUTHOR
Miguel Ángel Sicilia Urbán,AUTHOR
Min Du,AUTHOR
Karl F. Doerner,AUTHOR
Pankaj Gupta,AUTHOR
Ester Bernadó i Mansilla,AUTHOR
Evangelos Vlachogiannis,AUTHOR
Fernando R. Velázquez-Quesada,AUTHOR
Srihari Vavilapalli,AUTHOR
María Dolores Paredes Garrido,AUTHOR
Magí Almirall Hill,AUTHOR
Liqing Zhang,AUTHOR
Georg Carle,AUTHOR
Toshiharu Hatanaka,AUTHOR
Antonio Riganelli,AUTHOR
Yoonjung Jang,AUTHOR
José Moreno,AUTHOR
Mike Roberts,AUTHOR
Javaid Nabi,AUTHOR
Julien Laflaquière,AUTHOR
I. Koren,AUTHOR
John S. White,AUTHOR
Yannich Chenevoy,AUTHOR
Matthias Recknagel,AUTHOR
Nasser Vali,AUTHOR
Vishal Bahl,AUTHOR
Pēteris Lediņš,AUTHOR
Stefano Dei Rossi,AUTHOR
Xiangyong Li,AUTHOR
Edward Lank,AUTHOR
P. Anandan,AUTHOR
Jukka Riekki,AUTHOR
Ryuichi Harasawa,AUTHOR
Gary Klein,AUTHOR
Martin Thorsen Ranang,AUTHOR
Jinshu Su,AUTHOR
Melanie Aurnhammer,AUTHOR
Tsai-Hung Fan,AUTHOR
Skye Legon,AUTHOR
Manuel López-Ibáñez,AUTHOR
Laurenz Wiskott,AUTHOR
J. J. Diez,AUTHOR
Frédéric Gruau,AUTHOR
Farouk Kamoun,AUTHOR
Ran Gelles,AUTHOR
Markus Beier,AUTHOR
Golha Sharifi,AUTHOR
Robert Prucka,AUTHOR
Klaus-Peter Löhr,AUTHOR
Aidan Finn,AUTHOR
Daniel Orincsay,AUTHOR
Naohiro Matsumura,AUTHOR
María Visitación Hurtado,AUTHOR
Jian Yang,AUTHOR
Eric Knauss,AUTHOR
Satoru Ikehara,AUTHOR
Eli Tilevich,AUTHOR
P. P. Antony,AUTHOR
Agnieszka Dardziska,AUTHOR
Betty H. C. Cheng,AUTHOR
Emanuele Di Saverio,AUTHOR
Hui Peng,AUTHOR
Vinod E. F. Rebello,AUTHOR
Masaaki Kunigami,AUTHOR
Veroniek Dumortier,AUTHOR
David C. O'Carroll,AUTHOR
Qin Sun,AUTHOR
Shyamalendu Kandar,AUTHOR
Xiaocheng Ge,AUTHOR
Neva Slani,AUTHOR
Roberto Paredes,AUTHOR
Bruno González-Baixauli,AUTHOR
D. Boto-Giralda,AUTHOR
Michael Hartwig,AUTHOR
Fredrik Vraalsen,AUTHOR
George A. Sielis,AUTHOR
Liangzhao Zeng,AUTHOR
Ugo Cei,AUTHOR
Siu Leung Chung,AUTHOR
Masaya Iwata,AUTHOR
Anja Naumann,AUTHOR
J.-Holger Keibel,AUTHOR
Richard Shore,AUTHOR
Clayton T. Morrison,AUTHOR
Cindy Eisner,AUTHOR
Li Chen,AUTHOR
Rodolfo Rughi,AUTHOR
Raul Sanchez-Reillo,AUTHOR
Daniel Schall,AUTHOR
Hans Meine,AUTHOR
Yeong-Tae Song,AUTHOR
Ramon Sangüesa,AUTHOR
Zacharias Tsiatsoulis,AUTHOR
Guoren Wang,AUTHOR
Ho Seon Hwang,AUTHOR
Young-Hyun Baek,AUTHOR
Pasi Juvonen,AUTHOR
Constantin Werner,AUTHOR
Valery Trifonov,AUTHOR
Gregory B. Sorkin,AUTHOR
Susumu Fujii,AUTHOR
Gert Cauwenberghs,AUTHOR
Whitfield Diffie,AUTHOR
Floor Sietsma,AUTHOR
Chaoyong Zhang,AUTHOR
S. Beshenkov,AUTHOR
María Luisa Santos,AUTHOR
Rohaida Romli,AUTHOR
Patrick Beautement,AUTHOR
Pei-Di Shen,AUTHOR
Barbara Catania,AUTHOR
Jianyi Lin,AUTHOR
Sergei Levachkine,AUTHOR
Vadim A. Slavin,AUTHOR
Paola Iovanna,AUTHOR
Alexander Egyed,AUTHOR
S.M. Uskudarli,AUTHOR
Adam Wolisz,AUTHOR
Jean-Charles Lamirel,AUTHOR
Jörg Kaiser,AUTHOR
Xiaoyan Tao,AUTHOR
Saeed Araban,AUTHOR
Qin Liu,AUTHOR
Amir Mowlaei,AUTHOR
Jill Freyne,AUTHOR
Harri Valpola,AUTHOR
Sebastian Gerwinn,AUTHOR
S C Bose,AUTHOR
R. Rajesh,AUTHOR
Byungkwan Park,AUTHOR
Fei Wang,AUTHOR
Christos Vasilakis,AUTHOR
John Robison,AUTHOR
Antonino Virgillito,AUTHOR
Mihai Patrascu,AUTHOR
Jianting Cao,AUTHOR
Giuditta Franco,AUTHOR
Reinhard Klette,AUTHOR
Tim Moors,AUTHOR
Kam-Wing Ng,AUTHOR
Gilles Debunne,AUTHOR
Luis Álvarez-León,AUTHOR
Meysam Ghanavati,AUTHOR
Ranieri Baraglia,AUTHOR
Gihan Dawelbait,AUTHOR
Costas Courcoubetis,AUTHOR
Vincent Wade,AUTHOR
Michael F. Schwartz,AUTHOR
Simone Molendini,AUTHOR
Dmitry M. Rusakov,AUTHOR
Tim Berners-Lee,AUTHOR
Wannasak Wetcharaporn,AUTHOR
Bundit Manaskasemsak,AUTHOR
Zhiqiang He,AUTHOR
Bozana Bokan,AUTHOR
Liaquat Hossain,AUTHOR
Dalil Ichalal,AUTHOR
Tae-Gyu Chang,AUTHOR
Padhraic Smyth,AUTHOR
Prasun Dewan,AUTHOR
Calin Cenan,AUTHOR
Wan Fokkink,AUTHOR
Jaco F. Schutte,AUTHOR
Özalp Babaoǧlu,AUTHOR
Daniel Borrajo,AUTHOR
Phillip J. Chase,AUTHOR
Panos G. Georgopoulos,AUTHOR
Erkan Yilmaz,AUTHOR
Jing You,AUTHOR
Partha Pratim Saha,AUTHOR
M. Carmen Fernández Gago,AUTHOR
Masahiko Sugimoto,AUTHOR
Robert H. Guttman,AUTHOR
Jason E. Gower,AUTHOR
Malcolm C. Harrison,AUTHOR
Kingsley Sage,AUTHOR
Serhat Özekes,AUTHOR
Sawasd Tantaratana,AUTHOR
Naoya Washio,AUTHOR
Eduard Lukschandl,AUTHOR
Kyun Rak Chong,AUTHOR
Swaminathan Sivasubramanian,AUTHOR
D. B. Hunter,AUTHOR
Simon C. K. Shiu,AUTHOR
Paula Mcdermott,AUTHOR
Christian Attiogbé,AUTHOR
Jijuan Zheng,AUTHOR
Richard St-Denis,AUTHOR
Wayne G. Nation,AUTHOR
Tengbo Chen,AUTHOR
Alejandro López-Ortiz,AUTHOR
Simon Crowle,AUTHOR
Sunil Kim,AUTHOR
José D. P. Rolim,AUTHOR
William Leal,AUTHOR
Ryo Yoshida,AUTHOR
Dimitris M. Chatzigeorgiou,AUTHOR
Qishi Wu,AUTHOR
ose Guadalupe Romero,AUTHOR
Yuan-Fang Wang,AUTHOR
Andreas Herzig,AUTHOR
B. T. Larman,AUTHOR
Jeff Wolfers,AUTHOR
Wei-Yun Yau,AUTHOR
Henri Laulhère,AUTHOR
Marijan Kunstic,AUTHOR
Silvius Rus,AUTHOR
Marc B. Vilain,AUTHOR
Yérom-David Bromberg,AUTHOR
Oscar Harari,AUTHOR
Greg Morrisett,AUTHOR
Antti Valmari,AUTHOR
John Burge,AUTHOR
Suchetana Chakraborty,AUTHOR
John Voight,AUTHOR
Tristan Basa,AUTHOR
William Winn,AUTHOR
Raimondas Lencevicius,AUTHOR
Adrian Baldwin,AUTHOR
Kyongro Yoon,AUTHOR
Fiona Darroch,AUTHOR
Jonas Poelmans,AUTHOR
Peter Spyns,AUTHOR
Gianmaria Mancosu,AUTHOR
Thomas Schiwietz,AUTHOR
Taewon Kim,AUTHOR
Jan Peters,AUTHOR
César Bernal Bravo,AUTHOR
Susan Bull,AUTHOR
Yunhao Liu,AUTHOR
Alessandro Vittorio Papadopoulos,AUTHOR
Yunju Baek,AUTHOR
Eyal Rozenman,AUTHOR
Ilya Waldstein,AUTHOR
Maurizio Rafanelli,AUTHOR
Hermann Többen,AUTHOR
Lubomir Manola,AUTHOR
Wen-Ching Winnie Li,AUTHOR
A. V. Ramana,AUTHOR
Gregery T. Buzzard,AUTHOR
Donal O’Kane,AUTHOR
Roberto Bartolini,AUTHOR
Arslan Bromme,AUTHOR
Naoki Uchiyama,AUTHOR
John A. Halter,AUTHOR
Steffen Werner,AUTHOR
Guilaine Talens,AUTHOR
Stelios Piperidis,AUTHOR
Carlos E. de Souza,AUTHOR
Takahiro Hara,AUTHOR
Hiroshi Yamashita,AUTHOR
Craig Boutilier,AUTHOR
H.P. Engelhardt,AUTHOR
Karl-Erwin Großpietsch,AUTHOR
Michael Orshansky,AUTHOR
Oscar Esparza,AUTHOR
Norman C. Hutchinson,AUTHOR
V Khobragade Sanjay,AUTHOR
Bart Van Brabant,AUTHOR
Jussi Ängeslevä,AUTHOR
Ingo Schiermeyer,AUTHOR
Filip Perich,AUTHOR
V. Chionsini,AUTHOR
Victor A. Skormin,AUTHOR
Giuseppe Nicosia,AUTHOR
Gergely Sipos,AUTHOR
Ivor T. A. Spence,AUTHOR
Arno Wagner,AUTHOR
P. R. Kumar,AUTHOR
John A. Self,AUTHOR
Jane Burridge,AUTHOR
David Theis,AUTHOR
Pearl Brereton,AUTHOR
Yon Dohn Chung,AUTHOR
Eric Tannier,AUTHOR
Marina Samarotto,AUTHOR
Hyo-Sung Ahn,AUTHOR
Daniel Kirsten,AUTHOR
Himanshu Patel,AUTHOR
Takahiro Otsuka,AUTHOR
Saleh Ali AlShehri,AUTHOR
Donthu Narendra Kumar,AUTHOR
V. S. Kanchana Bhaaskaran,AUTHOR
Berk Sunar,AUTHOR
Eduardo Sany Laber,AUTHOR
Hilary Buxton,AUTHOR
Juan A. Rodríguez-Aguilar,AUTHOR
Ivar Jacobson,AUTHOR
Mohammad Khajehzadeh,AUTHOR
James Brusey,AUTHOR
Eun-Hye Choi,AUTHOR
Dominique Urbani,AUTHOR
Enrico Grisan,AUTHOR
Chun Zhang,AUTHOR
Paloma Cantón,AUTHOR
Debayan Das,AUTHOR
Ramesh Subramanian,AUTHOR
Feng Lin,AUTHOR
Xi Zhang,AUTHOR
Madoka Fujimoto,AUTHOR
Revathy Ramadoss,AUTHOR
C. Estay,AUTHOR
Luis de Ledesma,AUTHOR
Patrice Caire,AUTHOR
Luciano Bononi,AUTHOR
Emilio Tuosto,AUTHOR
Stephen C. Arnold,AUTHOR
Manuela Citrigno,AUTHOR
Wanlop Surakumpolthorn,AUTHOR
Poonam Kundu,AUTHOR
Willem A. Romijn,AUTHOR
Christian Kauhaus,AUTHOR
Stefan Katzenbeisser,AUTHOR
Alejandra Cechich,AUTHOR
April Rose C. Semogan,AUTHOR
Cornelius Ncube,AUTHOR
Gerhard Dorfer,AUTHOR
Simon Coffey,AUTHOR
Hua Qi,AUTHOR
Federico Vicentini,AUTHOR
Tomás A. Pérez,AUTHOR
Andrew James Simmonds,AUTHOR
José Manuel Colom,AUTHOR
Johan A. K. Suykens,AUTHOR
Allen Goldberg,AUTHOR
Pedro R. D'Argenio,AUTHOR
Rouhollah Jafari,AUTHOR
John C. Adams,AUTHOR
Jianjun Hu,AUTHOR
Hamid K. Aghajan,AUTHOR
Matthias Brill,AUTHOR
Rongrong Wang,AUTHOR
Weiming Zeng,AUTHOR
Yinggan Tang,AUTHOR
Pau Bofill,AUTHOR
Jun Qian,AUTHOR
Koichi Hirota,AUTHOR
C. J. B. Macnab,AUTHOR
Franco Arcieri,AUTHOR
Steve Phelps,AUTHOR
Kenneth F. Wong,AUTHOR
Bart de Boer,AUTHOR
Gavino Paddeu,AUTHOR
T. Hosokawa,AUTHOR
Sanshiro Sakai,AUTHOR
Maarten Wijnants,AUTHOR
Nicholas Kirsch,AUTHOR
Kenichi Okada,AUTHOR
Kuang-Chih Huang,AUTHOR
Mohd Helmy Abd Wahab,AUTHOR
Irem Ozkarahan,AUTHOR
Constance Perin,AUTHOR
Daniel Fagerström,AUTHOR
Klaus L Uttich,AUTHOR
Suriti Chakrabarti,AUTHOR
Danny B. Lange,AUTHOR
Rajib Kumar Das,AUTHOR
Ainul Azila Che Fauzi,AUTHOR
Thierry M. Bernard,AUTHOR
Minsung Kim,AUTHOR
Michael Sebek,AUTHOR
Feng Zhou,AUTHOR
Ananda Rabi Dhar,AUTHOR
Arnold K. L. Yau,AUTHOR
Ádám Marquetant,AUTHOR
Emiliano Dall'Anese,AUTHOR
S.A. Billings,AUTHOR
Yukio Saito,AUTHOR
Cláudia Jacy Barenco,AUTHOR
Félix Castro,AUTHOR
Herbert Werner,AUTHOR
Kevin Lai,AUTHOR
Paul H. Dietz,AUTHOR
Yu-Long Qiao,AUTHOR
Timo Simula,AUTHOR
Fabrice Rastello,AUTHOR
Yoshiaki Tachibana,AUTHOR
Alain Pirotte,AUTHOR
Tobias Teich,AUTHOR
Esther Radmoser,AUTHOR
Benedikt Bollig,AUTHOR
David Zhou,AUTHOR
Jae Gark Choi,AUTHOR
Wolfgang Karl,AUTHOR
David A. Patterson,AUTHOR
Yang Cao,AUTHOR
Olaf Bergengruen,AUTHOR
Kornélia Danyi,AUTHOR
Amir Baniamerian,AUTHOR
Erzsébet Bacsa,AUTHOR
Susana Fernandes,AUTHOR
Anders Lansner,AUTHOR
Helen Priisalu,AUTHOR
Mathieu Chevrie,AUTHOR
Kerstin Fischer,AUTHOR
Horst Reichel,AUTHOR
Esteban Zimányi,AUTHOR
David Feliot,AUTHOR
Eduard Escalona,AUTHOR
Eyck Jentzsch,AUTHOR
James B. Randels,AUTHOR
José L. Mate,AUTHOR
José Barata,AUTHOR
Sreedhar K.M,AUTHOR
Amit Bhatia,AUTHOR
Rim Hariss,AUTHOR
Masafumi Yamada,AUTHOR
Shunsuke Uemura,AUTHOR
James Michael Fisher,AUTHOR
Philip N. Sabes,AUTHOR
Naresh Vattikuti,AUTHOR
Joan Ametller,AUTHOR
Soon Woong Lee,AUTHOR
Alessandra Fascioli,AUTHOR
Francesco Bellotti,AUTHOR
Kwanghoon Sohn,AUTHOR
J. de la Montaña,AUTHOR
Patrick Siarry,AUTHOR
Michel Abdalla,AUTHOR
Jean-Daniel Zucker,AUTHOR
Jidong Ge,AUTHOR
Françoise Bellegarde,AUTHOR
Alan J. Hu,AUTHOR
Justin Lin,AUTHOR
Kirsten Rassmus-Gröhn,AUTHOR
Jin Song Dong,AUTHOR
Patrizia Scandurra,AUTHOR
Jelena Pješivac–Grbović,AUTHOR
Arun K. Pujari,AUTHOR
Valeria Bellan,AUTHOR
Ruoqian Liu,AUTHOR
Joaquin Delgado,AUTHOR
Jorge A. Navas,AUTHOR
Gilberto Camara,AUTHOR
Tatiana Kozlova Madsen,AUTHOR
Diamantino Caseiro,AUTHOR
Christoph F. Eick,AUTHOR
Upendra V. Chaudhari,AUTHOR
William N. Robinson,AUTHOR
Simon Csaba,AUTHOR
Priit Salumaa,AUTHOR
Luis Pérez-Freire,AUTHOR
Manuel Kolp,AUTHOR
Moussa Boussouf,AUTHOR
A. Aydin Alatan,AUTHOR
Ronghua Liang,AUTHOR
Chuangchuang Sun,AUTHOR
Shuang Li,AUTHOR
Wenli Xu,AUTHOR
Daniel Ramos-Castro,AUTHOR
Sonu Punnoose,AUTHOR
Dudy Lim,AUTHOR
Irene Pimenta Rodrigues,AUTHOR
Kari Kolehmainen,AUTHOR
Jian Zhuang,AUTHOR
Yasumura Michiaki,AUTHOR
Heng Zhao,AUTHOR
Dongsoo Han,AUTHOR
Jorma Jormakka,AUTHOR
Artur Chojnacki,AUTHOR
Jacques Carlier,AUTHOR
